"player","team_num","position","game_id","game_date","season","session","team","opponent","is_home","game_period","shift_num","seconds_start","seconds_end","seconds_duration","shift_start","shift_end","duration","shift_mod"
"DREW.STAFFORD","BOS19","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,2,421,450,29,"7:01","7:30","00:29",0
"FRANK.VATRANO","BOS72","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,2,421,450,29,"7:01","7:30","00:29",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,3,421,450,29,"7:01","7:30","00:29",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,450,471,21,"7:30","7:51","00:21",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,450,497,47,"7:30","8:17","00:47",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,450,508,58,"7:30","8:28","00:58",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,450,497,47,"7:30","8:17","00:47",0
"VIKTOR.STALBERG","OTT24","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,3,450,490,40,"7:30","8:10","00:40",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,450,486,36,"7:30","8:06","00:36",0
"DOMINIC.MOORE","BOS28","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,450,486,36,"7:30","8:06","00:36",0
"NOEL.ACCIARI","BOS55","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,450,486,36,"7:30","8:06","00:36",0
"RILEY.NASH","BOS20","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,450,486,36,"7:30","8:06","00:36",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,450,486,36,"7:30","8:06","00:36",0
"CHRIS.WIDEMAN","OTT6","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,3,471,508,37,"7:51","8:28","00:37",0
"BRAD.MARCHAND","BOS63","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,486,545,59,"8:06","9:05","00:59",0
"DAVID.BACKES","BOS42","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,486,545,59,"8:06","9:05","00:59",0
"JOE.MORROW","BOS45","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,486,522,36,"8:06","8:42","00:36",0
"KEVAN.MILLER","BOS86","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,486,545,59,"8:06","9:05","00:59",0
"PATRICE.BERGERON","BOS37","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,486,545,59,"8:06","9:05","00:59",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,490,554,64,"8:10","9:14","01:04",0
"BOBBY.RYAN","OTT9","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,497,545,48,"8:17","9:05","00:48",0
"ZACK.SMITH","OTT15","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,497,554,57,"8:17","9:14","00:57",0
"BEN.HARPUR","OTT67","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,508,549,41,"8:28","9:09","00:41",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,508,549,41,"8:28","9:09","00:41",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,522,561,39,"8:42","9:21","00:39",0
"ALEX.BURROWS","OTT14","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,545,586,41,"9:05","9:46","00:41",0
"COLIN.MILLER","BOS6","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,545,561,16,"9:05","9:21","00:16",0
"DAVID.KREJCI","BOS46","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,545,586,41,"9:05","9:46","00:41",0
"DAVID.PASTRNAK","BOS88","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,545,586,41,"9:05","9:46","00:41",0
"TIM.SCHALLER","BOS59","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,545,586,41,"9:05","9:46","00:41",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,549,586,37,"9:09","9:46","00:37",0
"MARC.METHOT","OTT3","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,549,586,37,"9:09","9:46","00:37",0
"KYLE.TURRIS","OTT7","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,554,586,32,"9:14","9:46","00:32",0
"RYAN.DZINGEL","OTT18","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,554,586,32,"9:14","9:46","00:32",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,561,604,43,"9:21","10:04","00:43",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,561,604,43,"9:21","10:04","00:43",0
"CLARKE.MACARTHUR","OTT16","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,586,604,18,"9:46","10:04","00:18",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,586,647,61,"9:46","10:47","01:01",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,586,604,18,"9:46","10:04","00:18",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,586,647,61,"9:46","10:47","01:01",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,586,604,18,"9:46","10:04","00:18",0
"DOMINIC.MOORE","BOS28","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,586,604,18,"9:46","10:04","00:18",0
"NOEL.ACCIARI","BOS55","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,586,604,18,"9:46","10:04","00:18",0
"RILEY.NASH","BOS20","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,586,604,18,"9:46","10:04","00:18",0
"JEAN-GABRIEL.PAGEAU","OTT44","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,604,647,43,"10:04","10:47","00:43",0
"VIKTOR.STALBERG","OTT24","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,604,647,43,"10:04","10:47","00:43",0
"ZACK.SMITH","OTT15","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,604,647,43,"10:04","10:47","00:43",0
"COLIN.MILLER","BOS6","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,604,657,53,"10:04","10:57","00:53",0
"DREW.STAFFORD","BOS19","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,3,604,646,42,"10:04","10:46","00:42",0
"FRANK.VATRANO","BOS72","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,3,604,646,42,"10:04","10:46","00:42",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,604,646,42,"10:04","10:46","00:42",0
"RYAN.SPOONER","BOS51","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,2,604,646,42,"10:04","10:46","00:42",0
"BRAD.MARCHAND","BOS63","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,646,669,23,"10:46","11:09","00:23",0
"DAVID.BACKES","BOS42","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,646,669,23,"10:46","11:09","00:23",0
"JOE.MORROW","BOS45","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,646,741,95,"10:46","12:21","01:35",0
"PATRICE.BERGERON","BOS37","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,646,669,23,"10:46","11:09","00:23",0
"BOBBY.RYAN","OTT9","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,647,712,65,"10:47","11:52","01:05",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,647,712,65,"10:47","11:52","01:05",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,647,712,65,"10:47","11:52","01:05",0
"MARC.METHOT","OTT3","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,647,669,22,"10:47","11:09","00:22",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,647,712,65,"10:47","11:52","01:05",0
"KEVAN.MILLER","BOS86","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,657,669,12,"10:57","11:09","00:12",0
"CLARKE.MACARTHUR","OTT16","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,669,712,43,"11:09","11:52","00:43",0
"DOMINIC.MOORE","BOS28","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,669,712,43,"11:09","11:52","00:43",0
"RILEY.NASH","BOS20","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,669,712,43,"11:09","11:52","00:43",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,669,776,107,"11:09","12:56","01:47",0
"ALEX.BURROWS","OTT14","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,712,741,29,"11:52","12:21","00:29",0
"CHRIS.WIDEMAN","OTT6","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,4,712,741,29,"11:52","12:21","00:29",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,712,741,29,"11:52","12:21","00:29",0
"KYLE.TURRIS","OTT7","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,712,741,29,"11:52","12:21","00:29",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,712,741,29,"11:52","12:21","00:29",0
"BRAD.MARCHAND","BOS63","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,712,741,29,"11:52","12:21","00:29",0
"PATRICE.BERGERON","BOS37","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,712,741,29,"11:52","12:21","00:29",0
"BOBBY.RYAN","OTT9","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,741,818,77,"12:21","13:38","01:17",0
"CLARKE.MACARTHUR","OTT16","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,741,798,57,"12:21","13:18","00:57",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,741,781,40,"12:21","13:01","00:40",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,741,798,57,"12:21","13:18","00:57",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,741,781,40,"12:21","13:01","00:40",0
"DOMINIC.MOORE","BOS28","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,741,762,21,"12:21","12:42","00:21",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,741,776,35,"12:21","12:56","00:35",0
"RILEY.NASH","BOS20","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,741,767,26,"12:21","12:47","00:26",0
"TIM.SCHALLER","BOS59","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,762,818,56,"12:42","13:38","00:56",0
"NOEL.ACCIARI","BOS55","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,767,784,17,"12:47","13:04","00:17",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,776,818,42,"12:56","13:38","00:42",0
"JOE.MORROW","BOS45","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,776,894,118,"12:56","14:54","01:58",0
"BEN.HARPUR","OTT67","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,781,858,77,"13:01","14:18","01:17",0
"KYLE.TURRIS","OTT7","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,781,858,77,"13:01","14:18","01:17",0
"DAVID.KREJCI","BOS46","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,784,818,34,"13:04","13:38","00:34",0
"KEVAN.MILLER","BOS86","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,789,894,105,"13:09","14:54","01:45",0
"ALEX.BURROWS","OTT14","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,798,843,45,"13:18","14:03","00:45",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,798,858,60,"13:18","14:18","01:00",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,818,858,40,"13:38","14:18","00:40",0
"BRAD.MARCHAND","BOS63","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,818,888,70,"13:38","14:48","01:10",0
"DAVID.BACKES","BOS42","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,818,888,70,"13:38","14:48","01:10",0
"PATRICE.BERGERON","BOS37","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,818,894,76,"13:38","14:54","01:16",0
"VIKTOR.STALBERG","OTT24","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,843,894,51,"14:03","14:54","00:51",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,858,913,55,"14:18","15:13","00:55",0
"MARC.METHOT","OTT3","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,858,894,36,"14:18","14:54","00:36",0
"RYAN.DZINGEL","OTT18","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,858,894,36,"14:18","14:54","00:36",0
"ZACK.SMITH","OTT15","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,858,894,36,"14:18","14:54","00:36",0
"DAVID.PASTRNAK","BOS88","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,888,951,63,"14:48","15:51","01:03",0
"TIM.SCHALLER","BOS59","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,888,951,63,"14:48","15:51","01:03",0
"BOBBY.RYAN","OTT9","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,894,913,19,"14:54","15:13","00:19",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,894,913,19,"14:54","15:13","00:19",0
"JEAN-GABRIEL.PAGEAU","OTT44","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,894,913,19,"14:54","15:13","00:19",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,894,913,19,"14:54","15:13","00:19",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,894,961,67,"14:54","16:01","01:07",0
"DAVID.KREJCI","BOS46","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,894,951,57,"14:54","15:51","00:57",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,894,961,67,"14:54","16:01","01:07",0
"ALEX.BURROWS","OTT14","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,913,952,39,"15:13","15:52","00:39",0
"BEN.HARPUR","OTT67","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,913,952,39,"15:13","15:52","00:39",0
"CHRIS.WIDEMAN","OTT6","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,5,913,943,30,"15:13","15:43","00:30",0
"KYLE.TURRIS","OTT7","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,913,952,39,"15:13","15:52","00:39",0
"RYAN.DZINGEL","OTT18","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,913,952,39,"15:13","15:52","00:39",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,943,1014,71,"15:43","16:54","01:11",0
"DREW.STAFFORD","BOS19","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,951,1003,52,"15:51","16:43","00:52",0
"FRANK.VATRANO","BOS72","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,951,1003,52,"15:51","16:43","00:52",0
"RYAN.SPOONER","BOS51","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,3,951,1003,52,"15:51","16:43","00:52",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,952,1001,49,"15:52","16:41","00:49",0
"MARC.METHOT","OTT3","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,952,1014,62,"15:52","16:54","01:02",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,952,1006,54,"15:52","16:46","00:54",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,952,985,33,"15:52","16:25","00:33",0
"JOE.MORROW","BOS45","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,961,1008,47,"16:01","16:48","00:47",0
"KEVAN.MILLER","BOS86","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,961,1008,47,"16:01","16:48","00:47",0
"CLARKE.MACARTHUR","OTT16","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,985,1056,71,"16:25","17:36","01:11",0
"ZACK.SMITH","OTT15","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,1001,1071,70,"16:41","17:51","01:10",0
"DOMINIC.MOORE","BOS28","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1003,1071,68,"16:43","17:51","01:08",0
"NOEL.ACCIARI","BOS55","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,1003,1063,60,"16:43","17:43","01:00",0
"RILEY.NASH","BOS20","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1003,1067,64,"16:43","17:47","01:04",0
"VIKTOR.STALBERG","OTT24","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,1006,1056,50,"16:46","17:36","00:50",0
"COLIN.MILLER","BOS6","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,1008,1036,28,"16:48","17:16","00:28",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,1008,1041,33,"16:48","17:21","00:33",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,10,1014,1056,42,"16:54","17:36","00:42",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,1014,1056,42,"16:54","17:36","00:42",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1036,1093,57,"17:16","18:13","00:57",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1041,1093,52,"17:21","18:13","00:52",0
"BOBBY.RYAN","OTT9","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,1056,1093,37,"17:36","18:13","00:37",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,10,1056,1093,37,"17:36","18:13","00:37",0
"MARC.METHOT","OTT3","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,1056,1093,37,"17:36","18:13","00:37",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,1056,1093,37,"17:36","18:13","00:37",0
"DAVID.BACKES","BOS42","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,1063,1093,30,"17:43","18:13","00:30",0
"PATRICE.BERGERON","BOS37","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1067,1093,26,"17:47","18:13","00:26",0
"JEAN-GABRIEL.PAGEAU","OTT44","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,1071,1093,22,"17:51","18:13","00:22",0
"BRAD.MARCHAND","BOS63","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1071,1093,22,"17:51","18:13","00:22",0
"ALEX.BURROWS","OTT14","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,1093,1134,41,"18:13","18:54","00:41",0
"BEN.HARPUR","OTT67","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,1093,1140,47,"18:13","19:00","00:47",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,11,1093,1140,47,"18:13","19:00","00:47",0
"KYLE.TURRIS","OTT7","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,1093,1134,41,"18:13","18:54","00:41",0
"RYAN.DZINGEL","OTT18","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,1093,1140,47,"18:13","19:00","00:47",0
"COLIN.MILLER","BOS6","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,1093,1121,28,"18:13","18:41","00:28",0
"DAVID.KREJCI","BOS46","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1093,1141,48,"18:13","19:01","00:48",0
"DAVID.PASTRNAK","BOS88","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,6,1093,1141,48,"18:13","19:01","00:48",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1093,1121,28,"18:13","18:41","00:28",0
"TIM.SCHALLER","BOS59","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,7,1093,1136,43,"18:13","18:56","00:43",0
"JOE.MORROW","BOS45","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1121,1150,29,"18:41","19:10","00:29",0
"KEVAN.MILLER","BOS86","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1121,1170,49,"18:41","19:30","00:49",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,1134,1181,47,"18:54","19:41","00:47",0
"VIKTOR.STALBERG","OTT24","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,7,1134,1200,66,"18:54","20:00","01:06",0
"FRANK.VATRANO","BOS72","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,1136,1180,44,"18:56","19:40","00:44",0
"CHRIS.WIDEMAN","OTT6","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,6,1140,1181,41,"19:00","19:41","00:41",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,10,1140,1200,60,"19:00","20:00","01:00",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,9,1140,1200,60,"19:00","20:00","01:00",0
"DREW.STAFFORD","BOS19","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,5,1141,1180,39,"19:01","19:40","00:39",0
"RYAN.SPOONER","BOS51","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,4,1141,1180,39,"19:01","19:40","00:39",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1150,1186,36,"19:10","19:46","00:36",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1170,1200,30,"19:30","20:00","00:30",0
"DOMINIC.MOORE","BOS28","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1180,1200,20,"19:40","20:00","00:20",0
"NOEL.ACCIARI","BOS55","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,8,1180,1200,20,"19:40","20:00","00:20",0
"RILEY.NASH","BOS20","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1180,1200,20,"19:40","20:00","00:20",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,11,1181,1200,19,"19:41","20:00","00:19",0
"ZACK.SMITH","OTT15","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,1,8,1181,1200,19,"19:41","20:00","00:19",0
"JOHN-MICHAEL.LILES","BOS26","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,1,9,1186,1200,14,"19:46","20:00","00:14",0
"CODY.CECI","OTT5","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,12,1200,1246,46,"0:00","0:46","00:46",0
"CRAIG.ANDERSON","OTT41","G","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,2,1200,2400,1200,"0:00","20:00","20:00",0
"DION.PHANEUF","OTT2","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,11,1200,1246,46,"0:00","0:46","00:46",0
"JEAN-GABRIEL.PAGEAU","OTT44","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,7,1200,1246,46,"0:00","0:46","00:46",0
"MARK.STONE","OTT61","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,10,1200,1246,46,"0:00","0:46","00:46",0
"MIKE.HOFFMAN","OTT68","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,10,1200,1246,46,"0:00","0:46","00:46",0
"CHARLIE.MCAVOY","BOS73","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,10,1200,1246,46,"0:00","0:46","00:46",0
"DAVID.KREJCI","BOS46","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,9,1200,1246,46,"0:00","0:46","00:46",0
"DAVID.PASTRNAK","BOS88","R","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,7,1200,1246,46,"0:00","0:46","00:46",0
"TIM.SCHALLER","BOS59","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,8,1200,1246,46,"0:00","0:46","00:46",0
"TUUKKA.RASK","BOS40","G","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,2,1200,2400,1200,"0:00","20:00","20:00",0
"ZDENO.CHARA","BOS33","D","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,10,1200,1246,46,"0:00","0:46","00:46",0
"BOBBY.RYAN","OTT9","R","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,9,1246,1277,31,"0:46","1:17","00:31",0
"DERICK.BRASSARD","OTT19","C","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,10,1246,1292,46,"0:46","1:32","00:46",0
"ERIK.KARLSSON","OTT65","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,12,1246,1287,41,"0:46","1:27","00:41",0
"MARC.METHOT","OTT3","D","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,10,1246,1283,37,"0:46","1:23","00:37",0
"VIKTOR.STALBERG","OTT24","L","2016030124","2017-04-19","20162017","P","OTT","BOS",0,2,8,1246,1292,46,"0:46","1:32","00:46",0
"BRAD.MARCHAND","BOS63","C","2016030124","2017-04-19","20162017","P","BOS","OTT",1,2,9,1246,1292,46,"0:46","1:32","00:46",0
